ord,date,TMIN_Albacete,TMIN_Amsterdam,TMIN_Beijng,TMIN_Chicago,TMIN_Frankfurt,TMIN_HongKong,TMIN_London,TMIN_Madrid,TMIN_NewYork,TMIN_Oviedo,TMIN_Paris,TMIN_Seoul,TMIN_Singapore,TMIN_Tokyo,TMIN_Dubai,TMAX_Albacete,TMAX_Amsterdam,TMAX_Beijng,TMAX_Chicago,TMAX_Frankfurt,TMAX_HongKong,TMAX_London,TMAX_Madrid,TMAX_NewYork,TMAX_Oviedo,TMAX_Paris,TMAX_Seoul,TMAX_Singapore,TMAX_Tokyo,TMAX_Dubai,PRCP_Albacete,PRCP_Amsterdam,PRCP_Beijng,PRCP_Chicago,PRCP_Frankfurt,PRCP_HongKong,PRCP_London,PRCP_Madrid,PRCP_NewYork,PRCP_Oviedo,PRCP_Paris,PRCP_Seoul,PRCP_Singapore,PRCP_Tokyo,PRCP_Dubai
115,25-04-89,8,4,12,11,11,NA,1,5,8,3,NA,NA,24,12,NA,15,10,27,23,19,22,NA,14,19,9,14,20,32,18,NA,62,14,0,114,0,NA,64,130,0,332,119,NA,NA,25,NA
116,26-04-89,3,0,12,9,4,19,0,3,11,2,4,8,NA,11,NA,11,8,23,20,14,23,11,12,23,10,NA,19,33,19,NA,70,0,0,0,36,NA,3,0,0,13,NA,NA,NA,110,NA
117,27-04-89,0,-1,11,6,3,21,5,-1,11,2,NA,NA,24,12,NA,14,12,20,17,9,24,9,16,25,14,NA,20,33,22,NA,0,0,0,0,0,0,79,0,0,90,NA,NA,NA,5,NA
118,28-04-89,6,-1,11,7,3,22,2,7,8,7,NA,7,NA,9,NA,19,11,19,12,9,26,NA,19,20,13,NA,21,32,16,NA,0,0,0,94,0,0,NA,0,0,4,NA,NA,NA,0,NA
119,29-04-89,2,0,10,8,4,22,7,2,8,7,5,8,24,8,NA,20,13,22,19,14,27,9,22,16,14,NA,22,NA,18,NA,2,0,0,0,0,0,5,0,89,34,NA,NA,NA,0,NA
120,30-04-89,2,0,11,4,4,23,NA,5,8,6,5,10,NA,10,NA,19,14,26,16,14,30,15,19,24,16,NA,21,31,21,NA,0,0,0,0,0,0,0,0,41,0,NA,NA,119,0,NA
121,01-05-89,1,5,13,4,3,NA,9,4,9,9,7,10,22,13,22,19,17,27,13,18,26,16,22,14,21,NA,25,NA,18,32,0,0,0,8,0,0,8,0,155,0,NA,NA,0,25,NA
122,02-05-89,4,6,13,4,5,23,10,3,9,9,10,11,24,12,NA,22,16,29,10,20,26,21,23,18,22,NA,25,NA,21,35,0,0,0,15,0,NA,0,0,246,0,NA,NA,NA,0,NA
123,03-05-89,5,3,14,4,7,NA,8,4,8,8,11,NA,NA,12,18,23,19,30,19,23,24,NA,25,17,21,NA,25,31,22,34,0,0,0,0,0,NA,0,0,0,0,NA,NA,79,80,NA
124,04-05-89,5,8,15,6,11,22,NA,6,8,11,12,12,21,11,19,23,22,30,19,22,25,NA,26,22,27,NA,26,NA,20,36,0,0,0,46,0,NA,0,0,0,0,NA,NA,NA,0,NA
125,05-05-89,5,8,16,3,10,21,10,7,11,13,NA,14,NA,17,20,23,22,27,15,25,27,25,26,14,26,NA,28,NA,24,37,0,0,0,5,0,0,0,0,203,0,NA,NA,NA,0,NA
126,06-05-89,6,6,14,-1,10,21,NA,7,13,14,12,NA,NA,13,21,26,13,28,6,20,28,NA,29,24,27,NA,30,NA,19,NA,0,0,0,13,0,0,0,0,122,0,NA,NA,NA,20,NA
127,07-05-89,5,4,18,-2,3,22,6,7,7,12,6,NA,NA,10,23,28,14,23,14,16,28,19,30,16,24,NA,25,NA,13,NA,0,0,34,0,0,0,0,0,0,0,NA,NA,NA,190,NA
128,08-05-89,10,4,14,4,5,23,7,11,6,10,8,13,NA,12,25,25,17,24,17,19,27,NA,28,14,23,NA,16,33,20,39,0,0,0,0,0,0,0,10,0,0,NA,20,NA,0,NA
129,09-05-89,9,5,13,6,8,25,9,11,8,12,11,14,NA,16,NA,27,20,21,14,26,31,NA,26,19,18,26,20,32,22,37,0,0,0,0,16,0,0,0,5,104,NA,NA,89,0,NA
130,10-05-89,8,4,14,4,13,26,7,8,8,11,14,NA,24,17,NA,25,17,18,16,19,32,18,26,12,19,NA,24,32,25,35,0,0,0,0,131,0,0,0,533,46,NA,NA,NA,0,NA
131,11-05-89,10,5,13,2,13,27,NA,8,7,11,12,13,25,11,24,27,16,17,16,18,32,18,27,13,19,NA,22,31,20,37,0,0,8,0,51,0,0,0,64,84,NA,249,0,505,NA
132,12-05-89,9,7,12,3,12,27,7,9,10,10,10,13,NA,10,24,24,14,20,17,17,32,14,25,18,13,NA,22,NA,14,36,0,56,0,0,22,0,10,0,0,7,NA,NA,0,100,NA
133,13-05-89,10,7,11,7,8,NA,6,12,11,10,9,NA,NA,14,24,21,13,21,15,17,31,NA,22,21,15,NA,17,32,20,39,10,36,0,8,25,0,0,22,0,0,NA,91,NA,10,NA
134,14-05-89,8,6,13,7,8,NA,10,8,11,8,7,NA,24,16,24,24,18,26,19,16,24,18,24,20,18,NA,14,32,25,NA,0,0,0,0,12,NA,NA,0,0,0,NA,41,NA,10,NA
135,15-05-89,10,6,12,7,6,20,NA,7,13,8,9,8,NA,14,NA,26,20,28,20,20,23,21,27,23,23,NA,21,32,22,34,0,0,0,3,0,0,0,0,0,0,NA,NA,0,0,NA
136,16-05-89,9,7,14,7,8,22,10,8,13,11,11,NA,24,14,22,27,22,28,23,22,26,NA,28,15,20,NA,21,NA,22,32,0,0,0,0,0,0,0,0,584,0,NA,NA,231,0,NA
137,17-05-89,11,8,16,7,10,25,11,10,13,9,12,11,NA,14,21,28,21,28,27,25,29,22,29,26,23,NA,26,NA,21,32,0,0,0,0,0,0,0,0,267,0,NA,NA,0,115,NA
138,18-05-89,12,10,17,15,14,24,NA,11,14,12,13,15,NA,14,20,27,24,26,25,27,29,24,30,30,24,NA,28,NA,21,33,2,0,184,10,0,0,0,2,0,0,NA,NA,NA,15,NA
139,19-05-89,11,11,16,16,14,24,NA,11,14,13,15,NA,NA,14,NA,27,26,24,22,27,27,24,29,25,24,NA,26,NA,21,NA,0,0,30,84,0,NA,0,0,0,1,NA,NA,NA,5,NA
140,20-05-89,10,13,13,12,16,23,12,14,14,14,NA,NA,NA,16,22,26,25,31,24,28,26,25,29,29,25,NA,21,NA,17,34,0,0,0,0,0,NA,0,0,0,42,NA,NA,NA,40,NA
141,21-05-89,15,15,13,10,16,23,NA,12,18,13,17,13,NA,17,NA,25,25,31,27,27,27,27,26,28,16,NA,21,NA,22,38,67,0,0,0,0,0,0,20,0,55,NA,NA,NA,0,NA
142,22-05-89,12,12,15,9,13,24,15,9,15,12,NA,14,NA,15,22,20,24,33,25,26,NA,NA,26,28,19,NA,NA,NA,25,NA,126,0,0,0,0,0,NA,89,0,6,NA,NA,NA,0,NA
143,23-05-89,10,12,12,13,12,25,16,12,13,13,17,NA,NA,15,24,19,26,28,28,26,29,29,19,23,21,NA,24,NA,22,38,102,0,58,0,0,NA,0,69,191,54,NA,NA,NA,105,NA
144,24-05-89,10,11,10,18,12,NA,NA,12,14,14,17,NA,NA,17,24,16,28,27,30,28,28,28,15,16,24,NA,22,NA,25,42,366,0,0,0,0,NA,NA,324,178,0,NA,NA,NA,0,NA
145,25-05-89,9,13,12,14,12,21,NA,9,14,15,18,12,23,18,22,22,29,34,24,27,26,18,23,27,24,NA,19,29,24,42,3,0,0,71,0,0,NA,60,0,0,NA,5,211,80,NA
146,26-05-89,13,10,16,11,12,NA,NA,13,16,14,12,12,24,16,24,22,18,35,22,28,25,20,22,26,23,NA,24,NA,20,39,0,0,0,0,0,0,0,24,0,26,NA,NA,5,310,NA
147,27-05-89,13,9,20,8,16,23,NA,13,14,12,NA,14,NA,14,24,18,18,30,19,24,25,19,24,24,23,NA,28,NA,23,40,8,0,0,0,0,0,0,52,46,11,NA,NA,0,0,NA
148,28-05-89,12,6,20,6,13,24,NA,14,12,14,NA,16,NA,16,NA,19,20,30,22,25,29,NA,22,23,22,NA,26,NA,25,42,0,0,0,0,0,0,NA,99,0,72,NA,NA,NA,175,NA
149,29-05-89,11,6,20,13,14,25,11,12,12,13,12,NA,NA,15,25,19,20,29,26,25,31,NA,21,26,21,NA,27,NA,24,NA,55,0,10,84,0,0,0,103,0,53,NA,NA,NA,165,NA
150,30-05-89,12,6,18,17,13,NA,NA,12,15,14,14,15,NA,15,NA,20,15,31,29,23,28,16,19,24,16,NA,24,32,22,36,131,12,0,0,17,NA,0,7,8,299,NA,NA,NA,150,NA
151,31-05-89,12,4,20,19,8,23,4,12,21,11,7,14,NA,14,23,21,14,31,29,19,24,16,24,28,15,NA,26,NA,24,38,2,0,7,58,0,NA,NA,23,0,11,NA,NA,NA,0,NA
152,01-06-89,12,6,17,17,8,23,NA,12,22,10,8,NA,25,16,25,21,14,32,24,21,25,13,22,33,17,NA,27,32,25,39,0,31,0,183,0,NA,0,6,28,18,NA,NA,NA,0,NA
153,02-06-89,10,4,17,14,10,24,NA,10,21,9,8,14,NA,18,27,21,16,32,26,18,26,NA,19,32,14,NA,28,28,26,NA,0,0,0,0,0,0,0,55,0,45,NA,NA,0,0,NA
154,03-06-89,9,4,20,9,8,24,6,8,18,9,NA,16,NA,20,27,23,16,32,19,15,26,15,20,30,15,NA,29,33,26,39,0,106,0,112,97,0,0,0,0,6,NA,NA,109,0,NA
155,04-06-89,8,8,22,9,9,25,5,7,19,10,9,NA,NA,19,27,22,11,30,25,14,29,16,22,29,14,NA,27,32,28,38,0,143,32,0,23,0,NA,0,23,28,NA,NA,0,0,NA
156,05-06-89,9,4,19,13,8,25,5,11,16,10,8,NA,22,20,NA,23,14,32,25,15,30,18,22,26,14,NA,25,NA,27,41,10,2,7,0,8,NA,0,0,3,3,NA,569,460,0,NA
157,06-06-89,10,5,18,14,6,26,NA,9,16,9,9,16,24,22,26,25,17,27,29,18,31,12,25,24,17,NA,26,32,28,NA,22,1,8,0,40,0,36,0,424,0,NA,NA,0,0,NA
158,07-06-89,11,9,18,16,10,26,9,10,16,10,8,18,NA,22,28,24,14,21,29,15,31,NA,26,18,16,NA,31,32,29,NA,0,47,16,0,34,0,NA,0,140,2,NA,NA,NA,0,NA
159,08-06-89,12,7,16,17,10,26,8,10,18,10,9,NA,NA,16,26,25,16,27,28,17,31,16,27,26,17,NA,25,32,27,NA,0,76,231,0,79,0,8,0,20,0,NA,462,NA,0,NA
160,09-06-89,14,7,18,13,10,27,9,12,14,10,10,14,NA,12,28,25,18,24,19,21,32,19,27,20,20,NA,18,31,16,38,0,0,0,0,0,0,NA,0,648,17,NA,79,NA,190,NA
161,10-06-89,10,9,20,10,10,26,12,9,14,12,NA,NA,24,12,27,27,21,26,20,26,29,22,28,27,24,NA,25,32,14,39,0,0,0,0,14,0,0,0,0,10,NA,NA,NA,60,NA
162,11-06-89,12,10,18,7,15,25,NA,12,16,14,NA,14,26,12,NA,30,23,25,24,22,30,23,30,26,27,NA,26,33,16,42,0,0,0,0,0,0,0,0,0,0,NA,NA,0,85,NA
163,12-06-89,15,12,20,16,13,27,NA,15,14,15,NA,17,NA,14,27,32,24,27,21,22,31,NA,33,27,25,NA,26,33,22,NA,0,0,0,183,0,0,0,0,3,0,NA,NA,NA,0,NA
164,13-06-89,15,13,18,16,13,26,15,12,15,15,NA,18,NA,16,26,33,25,22,23,27,31,NA,34,23,18,NA,30,33,25,NA,0,0,34,0,0,0,0,0,356,7,NA,NA,NA,0,NA
165,14-06-89,16,11,16,12,14,26,15,17,14,14,NA,NA,NA,18,26,29,27,31,24,26,32,NA,32,17,19,NA,24,NA,25,37,0,0,2,0,0,0,0,17,84,0,NA,429,NA,0,NA
166,15-06-89,17,13,20,12,12,NA,16,15,14,14,NA,16,23,19,NA,29,27,30,14,26,32,NA,29,16,24,NA,22,32,23,34,0,0,0,8,0,0,NA,0,91,0,NA,NA,89,0,NA
167,16-06-89,14,13,17,12,14,27,15,16,16,15,NA,NA,24,19,25,31,24,30,21,24,32,27,32,29,25,NA,24,NA,21,38,0,0,0,10,0,0,0,0,53,0,NA,NA,0,400,NA
168,17-06-89,15,12,18,10,14,27,14,18,19,16,NA,NA,25,17,NA,31,24,31,27,26,32,28,33,27,27,NA,24,NA,25,39,0,0,0,0,0,0,0,6,5,0,NA,NA,NA,80,NA
169,18-06-89,16,10,20,17,15,28,13,15,18,15,NA,NA,25,16,26,27,24,30,28,26,33,27,31,28,27,NA,22,NA,18,34,156,0,0,8,0,0,0,0,0,0,NA,NA,NA,0,NA
170,19-06-89,15,12,19,16,17,NA,13,14,19,13,NA,13,NA,15,25,26,28,31,27,28,33,29,31,31,26,NA,22,NA,17,35,372,0,0,0,0,0,0,10,0,0,NA,NA,3,170,NA
171,20-06-89,14,12,23,16,14,25,15,15,19,14,NA,15,24,15,24,26,27,32,26,29,30,30,29,27,27,NA,25,31,21,36,0,0,0,0,0,0,0,0,0,0,NA,NA,20,0,NA
172,21-06-89,12,10,22,14,17,26,14,15,21,17,NA,16,NA,16,25,29,22,33,28,30,28,23,32,25,28,NA,NA,32,23,42,0,0,0,0,20,0,0,0,119,0,NA,NA,0,0,NA
173,22-06-89,13,9,21,20,16,NA,NA,15,22,14,NA,16,NA,17,28,31,22,34,33,22,30,20,33,28,25,NA,28,NA,23,NA,0,4,0,0,473,0,0,0,0,0,NA,NA,0,40,NA
174,23-06-89,15,10,22,21,15,24,12,18,21,17,NA,18,NA,19,NA,33,20,33,32,24,27,25,32,32,24,NA,32,NA,22,39,0,0,0,8,150,NA,0,0,0,0,NA,NA,30,415,NA
175,24-06-89,16,8,23,14,14,24,13,15,18,17,NA,NA,22,18,27,35,22,33,30,23,29,25,36,27,24,NA,NA,31,22,36,0,0,0,0,1,0,0,0,28,0,NA,NA,290,220,NA
176,25-06-89,16,7,22,13,14,25,12,14,17,17,NA,19,NA,19,27,34,25,35,33,28,30,NA,36,30,21,NA,29,32,28,40,0,0,0,0,0,0,0,0,0,1,NA,NA,0,0,NA
177,26-06-89,16,11,22,18,16,26,13,13,21,14,NA,21,25,19,27,34,24,35,33,30,29,24,34,32,19,NA,26,31,29,41,0,0,0,0,0,0,0,0,175,0,NA,NA,20,10,NA
178,27-06-89,18,14,21,16,16,26,NA,13,21,14,NA,NA,24,23,26,32,19,36,27,26,32,20,32,33,23,NA,25,32,28,38,0,60,0,0,25,0,119,0,0,7,NA,43,10,0,NA
179,28-06-89,14,12,21,12,13,27,9,14,20,13,NA,19,NA,20,26,31,18,34,24,21,33,NA,31,27,22,NA,27,30,23,38,0,30,0,0,1,0,NA,0,33,0,NA,0,0,380,NA
180,29-06-89,17,6,19,9,13,27,NA,16,18,12,NA,19,23,20,29,33,15,31,23,22,32,19,34,26,23,NA,30,33,31,40,0,213,60,0,40,0,66,0,0,0,NA,NA,41,0,NA
181,30-06-89,19,5,18,9,14,27,10,16,14,15,NA,20,24,22,28,32,20,30,28,19,32,21,37,28,24,NA,28,32,28,40,0,0,0,0,0,0,NA,0,0,0,NA,3,0,0,NA
182,01-07-89,19,12,19,13,14,27,15,17,17,15,NA,NA,NA,17,NA,34,18,32,32,23,33,22,37,29,20,21,28,32,23,40,0,173,0,0,32,0,8,0,0,3,NA,NA,0,0,NA
183,02-07-89,19,12,20,16,15,NA,11,16,19,16,14,17,23,16,27,34,18,26,31,22,NA,20,37,32,23,NA,26,32,19,38,0,5,0,0,0,0,0,0,0,0,NA,NA,NA,10,NA
184,03-07-89,16,11,21,17,15,27,11,16,20,15,15,NA,NA,15,26,36,23,25,29,19,32,24,39,30,26,NA,26,32,19,39,1,0,1,0,4,0,0,0,0,40,0,NA,0,145,NA
185,04-07-89,18,11,19,19,14,27,12,16,19,15,15,18,NA,18,27,32,23,24,29,25,32,26,32,28,23,NA,NA,31,24,38,0,0,3,0,81,0,0,0,0,1,NA,NA,5,5,NA
186,05-07-89,18,16,21,16,19,27,14,19,19,15,16,18,23,18,28,28,27,23,32,30,34,29,31,24,24,NA,30,30,25,37,0,0,125,0,5,0,0,2,521,77,NA,NA,160,0,NA
187,06-07-89,18,18,21,17,19,27,17,20,20,15,19,20,24,19,27,32,30,26,35,32,35,31,32,28,22,NA,31,30,25,40,0,0,1,0,0,0,0,0,3,127,NA,NA,231,0,NA
188,07-07-89,15,16,21,20,18,27,NA,12,20,13,NA,21,24,19,28,32,28,26,31,32,35,NA,33,33,24,NA,31,31,27,40,0,142,18,0,275,0,201,0,38,0,NA,NA,10,0,NA
189,08-07-89,16,16,22,17,18,27,16,14,19,15,NA,NA,25,20,31,34,24,32,31,26,35,NA,35,29,21,NA,NA,31,26,41,0,80,3,0,43,0,41,0,0,0,NA,NA,0,0,NA
190,09-07-89,19,14,21,22,18,27,NA,19,17,15,NA,19,NA,23,32,32,18,36,36,25,32,18,35,31,20,NA,28,29,26,41,0,35,0,25,28,0,10,0,0,0,NA,NA,0,140,NA
191,10-07-89,17,12,23,23,18,27,14,17,23,16,16,20,23,23,31,31,19,32,38,24,NA,24,35,32,21,NA,29,29,28,40,0,0,0,0,0,NA,NA,0,15,0,NA,NA,330,60,NA
192,11-07-89,17,11,18,20,16,26,16,19,22,15,15,NA,NA,24,30,30,22,35,30,24,33,26,34,32,23,NA,24,NA,30,38,0,0,0,56,0,0,NA,2,0,0,0,511,0,0,NA
193,12-07-89,17,12,24,17,14,NA,15,17,19,13,NA,20,26,22,31,29,20,35,26,26,33,NA,33,27,25,NA,29,32,31,40,0,0,0,58,0,0,NA,0,0,0,NA,NA,0,15,NA
194,13-07-89,15,11,22,16,16,26,12,17,16,14,NA,NA,NA,20,30,33,19,33,26,25,33,25,36,22,24,NA,30,32,22,42,0,0,13,0,0,0,0,0,46,0,NA,NA,3,120,NA
195,14-07-89,17,9,20,13,15,27,12,16,17,16,15,20,24,20,32,35,18,28,26,20,34,22,38,28,25,NA,31,31,27,43,0,3,63,0,0,0,0,0,33,0,0,NA,119,0,NA
196,15-07-89,14,9,23,16,11,27,12,17,16,16,12,NA,NA,20,32,34,21,30,27,22,36,28,37,28,26,NA,26,32,28,NA,0,0,0,0,0,0,0,0,0,0,0,NA,201,0,NA
197,16-07-89,18,10,24,15,14,27,15,16,16,15,16,21,22,20,NA,35,19,33,29,21,35,25,39,23,28,NA,27,31,24,42,0,0,0,0,0,0,0,0,259,0,0,244,130,275,NA
198,17-07-89,17,10,22,13,10,NA,14,18,16,16,14,24,23,20,33,36,19,27,32,22,34,NA,40,24,30,NA,30,32,26,NA,0,0,347,0,1,NA,NA,0,91,0,0,10,0,50,NA
199,18-07-89,17,12,20,17,16,NA,14,18,18,17,NA,24,NA,21,NA,37,18,29,26,21,NA,25,39,28,30,NA,31,30,26,42,0,0,0,523,0,NA,0,0,0,0,0,NA,330,0,NA
200,19-07-89,19,10,24,18,10,25,14,19,18,17,13,26,23,22,NA,37,19,33,22,22,29,NA,41,29,34,NA,32,NA,28,39,0,0,1,259,0,0,0,0,0,0,0,NA,NA,0,NA
201,20-07-89,21,8,24,18,10,NA,15,20,20,18,15,NA,26,22,31,38,24,31,22,27,31,NA,39,23,26,NA,28,NA,30,39,0,0,0,23,0,0,0,21,165,0,0,340,0,0,NA
202,21-07-89,20,13,25,18,14,26,NA,20,18,17,17,NA,NA,24,32,34,25,29,23,29,32,32,38,23,33,NA,29,32,31,46,0,0,105,25,0,0,NA,24,0,154,0,99,0,0,NA
203,22-07-89,20,16,25,18,16,27,20,18,19,16,NA,23,26,24,32,36,31,27,29,32,31,34,36,28,21,NA,31,33,31,45,0,0,246,20,0,0,NA,0,0,376,NA,NA,NA,0,NA
204,23-07-89,19,15,25,17,20,NA,19,16,23,15,22,24,NA,24,NA,34,26,26,29,30,30,32,33,32,21,32,31,33,31,41,0,46,318,0,129,0,NA,0,0,30,NA,NA,NA,0,NA
205,24-07-89,16,12,24,18,19,26,19,16,21,16,21,NA,27,25,NA,33,25,35,32,29,32,30,33,32,24,31,30,32,31,42,0,0,4,0,1,0,0,0,0,1,NA,NA,0,0,NA
206,25-07-89,19,15,21,21,19,27,17,18,23,16,19,NA,27,25,31,33,21,30,31,27,32,NA,34,33,25,29,28,33,32,42,0,0,0,104,6,0,0,0,0,0,NA,1031,0,115,NA
207,26-07-89,19,13,22,22,17,27,NA,18,24,17,20,NA,27,25,NA,35,24,29,32,27,33,27,36,36,24,NA,30,32,31,44,0,0,0,0,0,0,0,0,51,1,NA,NA,0,115,NA
208,27-07-89,18,10,17,23,19,28,14,20,22,17,17,NA,NA,26,30,33,23,32,34,25,33,NA,37,33,22,NA,24,33,31,44,0,0,0,0,0,0,0,0,51,0,NA,249,0,0,NA
209,28-07-89,18,13,19,15,13,NA,14,19,19,16,16,20,25,24,28,34,23,32,23,24,31,26,40,31,25,NA,25,32,30,45,0,0,0,0,0,NA,0,0,0,0,0,366,NA,90,NA
210,29-07-89,19,15,22,14,13,23,14,21,17,15,16,21,NA,24,NA,34,24,31,27,27,25,26,38,27,26,NA,26,33,29,41,24,0,0,401,0,NA,0,3,0,0,0,NA,NA,135,NA
211,30-07-89,18,14,22,19,16,23,NA,17,18,18,NA,NA,NA,24,29,35,20,30,24,25,25,NA,37,28,25,NA,31,32,29,42,0,128,0,0,0,NA,99,0,0,0,3,53,NA,10,NA
212,31-07-89,19,11,23,20,16,23,NA,18,18,17,14,23,24,24,29,38,18,32,24,20,31,19,39,22,24,NA,33,32,29,46,0,85,0,0,51,0,0,2,30,0,0,NA,NA,255,NA
213,01-08-89,18,10,23,17,11,26,8,20,19,16,14,NA,NA,23,NA,37,18,34,28,18,30,22,41,27,25,NA,31,31,25,41,0,168,0,0,3,0,NA,0,0,0,0,NA,NA,1950,NA
214,02-08-89,18,10,24,17,12,25,10,18,18,15,12,20,22,24,30,37,17,33,30,19,33,23,40,29,25,24,30,30,32,38,0,6,0,0,0,0,0,6,36,23,0,NA,51,5,NA
215,03-08-89,18,9,24,21,11,27,13,18,19,15,13,21,22,25,NA,30,21,33,32,21,33,26,31,32,23,24,32,NA,31,40,0,0,0,0,0,0,0,0,3,0,0,10,0,0,NA
216,04-08-89,15,9,22,22,16,27,11,13,24,15,16,NA,NA,24,30,31,20,32,32,23,32,25,31,34,25,27,33,NA,31,39,0,0,0,881,0,0,0,0,0,0,0,NA,NA,0,NA
217,05-08-89,19,8,23,20,10,27,12,15,24,16,16,NA,NA,23,NA,30,23,31,30,26,34,NA,30,34,25,30,35,NA,29,38,4,0,23,196,0,0,0,0,3,42,0,NA,NA,45,NA
218,06-08-89,14,10,24,12,14,27,14,14,24,14,18,24,NA,23,NA,32,26,33,22,21,34,NA,32,34,25,NA,35,NA,26,39,0,0,0,3,11,0,NA,0,0,295,NA,NA,NA,850,NA
219,07-08-89,19,14,22,11,18,28,15,15,17,16,17,23,NA,26,NA,34,24,30,22,26,35,27,33,27,21,27,31,NA,33,42,0,4,0,0,165,0,0,0,51,0,NA,NA,NA,0,NA
220,08-08-89,18,13,18,12,16,28,15,16,13,15,NA,NA,NA,25,30,34,23,34,25,24,33,27,34,25,24,24,NA,NA,32,41,0,17,0,25,42,0,0,0,0,0,0,0,NA,0,NA
221,09-08-89,18,12,20,15,15,27,16,16,14,16,15,NA,NA,25,31,34,24,33,28,25,32,26,35,26,26,27,30,NA,33,43,0,0,0,0,0,0,0,2,0,0,0,NA,NA,0,NA
222,10-08-89,21,14,21,17,14,28,NA,17,17,17,17,21,NA,25,30,29,24,29,28,27,32,20,35,26,24,27,30,NA,34,43,36,0,137,64,0,0,399,0,0,0,NA,NA,NA,75,NA
223,11-08-89,18,14,22,16,17,26,15,17,14,17,14,22,NA,25,30,36,19,32,28,26,30,24,36,21,25,27,27,31,30,40,0,17,96,58,15,0,15,0,483,0,NA,NA,NA,0,NA
224,12-08-89,18,14,24,16,17,27,15,18,17,17,17,NA,24,24,29,35,21,32,28,25,33,25,36,26,22,24,28,32,32,36,0,0,0,41,0,0,0,0,762,0,NA,569,41,0,NA
225,13-08-89,19,14,21,14,14,27,13,18,21,16,18,23,NA,26,30,35,23,31,28,26,33,22,36,27,24,25,31,30,31,37,0,0,0,137,0,0,NA,0,157,0,0,NA,3,0,NA
226,14-08-89,19,13,22,17,16,26,15,16,20,16,15,NA,NA,26,30,36,25,32,26,27,34,24,33,29,26,28,32,NA,31,44,0,0,0,10,0,0,41,0,384,0,0,NA,119,0,NA
227,15-08-89,16,15,23,17,15,NA,16,14,21,15,18,NA,23,25,29,35,24,31,24,30,34,24,35,27,26,30,31,31,30,42,0,10,277,0,0,0,NA,0,5,161,0,NA,249,0,NA
228,16-08-89,18,16,20,14,19,24,NA,15,21,14,NA,20,NA,25,NA,34,24,24,24,34,34,24,33,31,22,23,30,31,31,40,0,2,49,0,23,0,0,0,38,21,NA,NA,0,5,NA
229,17-08-89,17,13,17,12,18,NA,13,14,20,13,15,20,22,24,NA,34,22,29,26,26,36,22,34,30,23,NA,30,28,31,40,0,0,0,0,0,0,NA,0,0,0,NA,NA,119,0,NA
230,18-08-89,20,12,18,13,14,25,NA,18,18,14,16,NA,NA,24,30,32,22,28,26,26,33,23,34,23,26,26,31,32,30,44,20,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
231,19-08-89,19,12,18,13,14,27,NA,20,18,16,16,22,24,24,29,32,27,26,27,29,33,27,35,22,23,30,NA,29,30,44,8,0,442,191,0,0,0,0,86,0,0,NA,NA,0,NA
232,20-08-89,19,14,18,17,16,NA,NA,17,19,18,17,NA,NA,23,29,34,29,25,29,31,34,NA,35,28,25,31,27,32,29,46,0,0,18,3,0,0,0,0,0,0,0,511,NA,0,NA
233,21-08-89,19,13,14,16,17,NA,NA,18,23,15,19,21,NA,25,NA,34,23,25,31,32,32,NA,36,30,25,30,24,32,32,43,0,0,0,0,13,0,0,0,0,0,0,450,NA,0,NA
234,22-08-89,19,14,15,22,19,25,12,17,21,18,18,22,24,26,NA,35,21,27,29,31,30,24,37,29,21,NA,26,31,32,38,0,0,0,3,0,NA,0,0,0,0,0,51,170,0,NA
235,23-08-89,20,12,17,19,17,25,10,21,21,17,15,NA,24,25,NA,33,20,27,23,25,29,NA,35,32,23,NA,30,NA,31,42,0,0,0,5,0,NA,NA,0,104,0,0,89,810,0,NA
236,24-08-89,21,11,18,19,13,NA,12,24,18,18,14,NA,NA,25,NA,31,21,27,23,27,30,26,36,28,26,NA,30,32,32,44,4,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
237,25-08-89,19,8,20,17,15,25,NA,21,15,16,14,19,22,23,29,33,19,28,25,20,31,22,34,24,24,22,29,28,26,43,16,9,0,0,12,0,41,0,0,0,0,NA,30,115,NA
238,26-08-89,16,8,22,17,15,NA,NA,18,14,15,18,21,23,22,29,34,19,26,27,18,31,23,36,26,25,24,30,32,25,NA,0,92,0,0,23,0,89,0,0,0,NA,NA,10,90,NA
239,27-08-89,17,11,22,18,13,26,NA,15,14,14,NA,NA,24,23,NA,34,18,30,29,20,31,19,35,26,23,21,NA,31,27,38,0,203,0,0,17,0,3,0,0,9,0,NA,0,465,NA
240,28-08-89,18,11,23,21,13,NA,NA,16,19,15,12,21,NA,25,29,27,19,31,28,18,30,NA,32,24,23,20,29,30,33,37,0,19,0,180,0,0,0,0,0,11,0,NA,104,5,NA
241,29-08-89,19,10,20,18,12,25,10,16,21,12,11,NA,NA,24,29,30,20,31,29,17,31,NA,33,24,24,NA,NA,28,32,NA,0,6,0,3,0,NA,0,0,33,0,NA,NA,NA,0,NA
242,30-08-89,18,15,21,14,10,27,16,19,22,13,16,18,23,24,29,29,20,32,28,20,34,26,29,32,25,26,26,32,30,44,42,5,0,0,0,0,NA,0,0,0,0,160,NA,0,NA
